"url","title","projects","enrollments","Level","duration","instructor","Related Skills","rating"
https://www.skillshare.com/en/classes/12-Simple-Steps-To-Doubling-Your-Productivity/1731760941,"12 Simple Steps To Doubling Your Productivity",3,3068,Beginner level,"14 Lessons (49m)","Brandon Hakim, ""Everything Popular Is Wrong""","Entrepreneurship,Business,Productivity,Time Management",3.61
https://www.skillshare.com/en/classes/12-Still-Life-Photography-Mistakes-and-what-you-can-learn-from-them/1922161417,"12 Still Life Photography Mistakes (and what you can learn from them)",21,9141,Beginner level,"15 Lessons (21m)","Mariya Popandopulo, Photographer & Illustrator","Photography,Photographic Composition,Digital Photography,Still Life Photography,Creative,Food & Drink,Lifestyle Photography",4.15
https://www.skillshare.com/en/classes/12-Things-All-Successful-Marketers-and-Bloggers-Do/1765605071,"12 Things All Successful Marketers and Bloggers Do",14,2106,Beginner level,"15 Lessons (56m)","Kiara Smithee, CEO of My Solar Solutions","Marketing,Business,Blogging,Fashion Blogging,Blogger,Social Media,Creative Writing",4.59
https://www.skillshare.com/en/classes/12-Things-I-Wish-Id-Known-as-a-Beginner-Artist/1602555159,"12 Things I Wish I'd Known as a Beginner Artist",16,9742,Beginner level,"3 Lessons (12m)","Peggy Dean, Top Teacher | The Pigeon Letters","Entrepreneurship,Art,Illustration,Drawing,Freelancing,Graphic Design,Creative",3.95
https://www.skillshare.com/en/classes/14-Days-of-Oil-Pastel-Teddy-Bears/1403172174,"14 Days of Oil Pastel Teddy Bears",0,90,Beginner level,"32 Lessons (4h 15m)",Vishal Munshi,"Fine Art,Creative,Valentine's Day,Oil Pastel For Beginners,Painting With Oil Pastels,Teddy Bear,Easy Painting",5.0
https://www.skillshare.com/en/classes/16-Instagram-Influencer-Tricks-to-Get-Featured-On-The-Explore-Page/1520848119,"16 Instagram Influencer Tricks to Get Featured On The Explore Page",0,2956,Beginner level,"4 Lessons (13m)","Benji Wilson, Social Media & Entrepreneurship","Marketing,Business,Social Media Marketing,Instagram,Instagram Marketing,Instagram Growth,Instagram Influencer",3.95
https://www.skillshare.com/en/classes/18-Watercolour-Techniques-Every-Painter-Needs-to-Know/430652691,"18 Watercolour Techniques Every Painter Needs to Know",1,250,Beginner level,"6 Lessons (33m)","Denise Hughes, Illustrator, Designer, Tutor","Art,Watercolors,Painting,Fine Art,Visual Arts,Creative,Watercolor Painting",4.38
https://www.skillshare.com/en/classes/1930s-Character-Design-Illustrate-Iconic-Characters/2127168285,"1930's Character Design: Illustrate Iconic Characters",112,6449,Beginner level,"16 Lessons (1h 13m)","Jon Brommet, Crusoe Design Co.","Illustration,Digital Illustration,Drawing,Character Design,Graphic Design,Sketching,Creative",3.91
https://www.skillshare.com/en/classes/2-Tier-Rainbow-Unicorn-Drip-Buttercream-Cake/722635211,"2-Tier Rainbow Unicorn Drip Buttercream Cake",0,120,Intermediate level,"10 Lessons (55m)","Chanel Bouchard, Canadian Red Seal Pastry Chef","Culinary,Baking,Lifestyle,Cake Decorating,Recipes,Dessert,Fluffy Dessert",5.0
https://www.skillshare.com/en/classes/20-Minute-Art-Journaling/984304032,"20 Minute Art Journaling",19,2257,Beginner level,"12 Lessons (1h 11m)","Karen Gaunt, Mixed Media Artist and Teacher","Art,Fine Art,Mixed Media,Visual Arts,Creative,Journaling,Art Journal",4.46
https://www.skillshare.com/en/classes/20-Types-of-Watercolor-Leaves-Step-by-Step/1520905460,"20 Types of Watercolor Leaves - Step by Step",34,2624,All levels,"9 Lessons (37m)","Pooja Kenjale-Umrani, Watercolor Artist","Illustration,Watercolors,Painting,Fine Art,Creative,Botanical,Note Cards",4.45
https://www.skillshare.com/en/classes/2019-Design-Trends/1842773137,"2019 Design Trends!",6,1922,All levels,"7 Lessons (23m)","Lindsay Marsh, Over 300,000 Design Students & Counting!","Logo Design,Typography,Adobe Illustrator,3D Design,Adobe Photoshop,Graphic Design,Creative",4.16
https://www.skillshare.com/en/classes/2023-Amazon-Product-Research-SECRETS-Part-1/1578243584,"2023 Amazon Product Research SECRETS (Part 1)",0,7497,Beginner level,"25 Lessons (4h 27m)","Sumner Hobart, 7-Figure E-Commerce Entrepreneur","Entrepreneurship,Business,Home Business,Ecommerce,Amazon,Work From Home,Freelance & Entrepreneurship",4.7
https://www.skillshare.com/en/classes/2023-Lean-Six-Sigma-Yellow-Belt-Practical-Approach-A-Complete-Guide/1980446658,"2023-Lean Six Sigma Yellow Belt-Practical Approach & A Complete Guide",9,305,All levels,"20 Lessons (2h)","Dimple Sanghvi, Master Black Belt, Data Scientist, PMP","Business,Lean Methodology,Productivity,Six Sigma,Problem Solving,Lean Six Sigma,Business Improvement",4.86
https://www.skillshare.com/en/classes/2023-PRACTICAL-GUIDE-to-DATA-ANALYSIS-USING-PIVOT-TABLES-IN-MICROSOFT-EXCEL/898565333,"2023: PRACTICAL GUIDE to DATA ANALYSIS USING PIVOT TABLES IN MICROSOFT EXCEL",1,237,All levels,"11 Lessons (2h 27m)","Atirakshit Bhatt, More knowledge to you.","Business,Pivot Tables,Excel,Microsoft Excel,Microsoft,Ms Excel,Pivot Charts",5.0
https://www.skillshare.com/en/classes/21-Days-of-Purposeful-Productivity-Forming-Habits-for-Long-Term-Goals/136170085,"21 Days of Purposeful Productivity: Forming Habits for Long Term Goals",9,1978,Beginner level,"9 Lessons (49m)","Mike Dee, Productivity Coach","Business,Productivity,Time Management,Goals,Habit,Productivity Habits,Productivity Hacks",3.75
https://www.skillshare.com/en/classes/21-Shades-of-Sunset-A-Watercolor-Journey/1042328984,"21 Shades of Sunset - A Watercolor Journey",34,630,All levels,"25 Lessons (7h 39m)","Dhritikana Nath, Watercolor Artist and Instructor","DIY,Illustration,Watercolors,Drawing,Fine Art,Creative,Watercolor Painting",4.83
https://www.skillshare.com/en/classes/24-Quick-Easy-Winter-Christmas-Themed-Paintings-with-Watercolours/1597302431,"24 Quick & Easy Winter Christmas Themed Paintings with Watercolours",105,1320,All levels,"28 Lessons (10h 39m)","Geethu Chandramohan, Colourfulmystique - Top Teacher, Artist","Illustration,Color Theory,Watercolors,Painting,Fine Art,Watercolor,Creative",4.81
https://www.skillshare.com/en/classes/25-Banners-Anyone-Can-Draw/1442116597,"25 Banners Anyone Can Draw!",46,3468,All levels,"8 Lessons (32m)","Peggy Dean, Top Teacher | The Pigeon Letters","Logo Design,Illustration,Lettering,Drawing,Calligraphy,Visual Arts,Sketching",4.43
https://www.skillshare.com/en/classes/28-Day-Drawing-Challenge-Anatomy-for-Illustration-and-Comics/217652042,"28-Day Drawing Challenge: Anatomy for Illustration and Comics",103,15041,Intermediate level,"17 Lessons (2h 33m)","Josiah (Jazza) Brooks, Artist, YouTuber and Entrepreneur","Illustration,Drawing,Character Design,Comics,Creative,Figure Drawing,Comic Art",4.51
https://www.skillshare.com/en/classes/2D-Animation-For-Beginners-With-Adobe-Animate/1155877,"2D Animation For Beginners With Adobe Animate",40,9896,Beginner level,"12 Lessons (1h 14m)","Walt Wonderwolk, Wicked Skills | Digital Designer & Dev","Animation,Character Animation,Video Production,Creative,TweenJS,Web Graphics,Gifs",4.39
https://www.skillshare.com/en/classes/2D-Animation-Ultimate-Guide-to-Adobe-Animate/2001544931,"2D Animation: Ultimate Guide to Adobe Animate",2,314,All levels,"25 Lessons (3h 44m)","Sajeev .G Nair, Learn, Teach and Repeat","Animation,Character Design,Rigging,Creative,Cartoon,Flash Animation,Flash Game",3.99
https://www.skillshare.com/en/classes/3-Minute-French-Course-2-Language-lessons-for-beginners/1386211477,"3 Minute French - Course 2 | Language lessons for beginners",3,3033,Beginner level,"79 Lessons (4h 19m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Languages,Learn French,French Course,French Language,Beginner French",4.35
https://www.skillshare.com/en/classes/3-Minute-French-Course-3-Language-lessons-for-beginners/1733373623,"3 Minute French - Course 3 | Language lessons for beginners",0,1057,Beginner level,"91 Lessons (4h 36m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Languages,Learn French,French Course,Easy French,French Language",4.47
https://www.skillshare.com/en/classes/3-Minute-French-Course-4-Language-lessons-for-beginners/37243021,"3 Minute French - Course 4 | Language lessons for beginners",0,966,Beginner level,"106 Lessons (5h 56m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Languages,Learn French,French Course,French Language,French Vocabulary",4.33
https://www.skillshare.com/en/classes/3-Minute-French-Course-5-Language-lessons-for-beginners/613711567,"3 Minute French - Course 5 | Language lessons for beginners",0,519,Beginner level,"105 Lessons (6h 14m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Skillshare,Languages,French Tenses,Easy French,French Language",4.67
https://www.skillshare.com/en/classes/3-Minute-French-Course-6-Language-lessons-for-beginners/435594987,"3 Minute French - Course 6 | Language lessons for beginners",0,386,Beginner level,"104 Lessons (6h 14m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Languages,Learn French,French Course,Easy French,French Vocabulary",4.56
https://www.skillshare.com/en/classes/3-Minute-French-Course-8-Language-lessons-for-beginners/76384306,"3 Minute French - Course 8 | Language lessons for beginners",0,190,Beginner level,"176 Lessons (10h 44m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Languages,French Course,Language Tutor,Beginner French Lessons,French Beginner",4.5
https://www.skillshare.com/en/classes/3-Minute-French-Free-taster/2045519085,"3 Minute French - Free taster",0,2113,Beginner level,"20 Lessons (1h 5m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,French,Skillshare,Languages,Traveling,Travel,Love Of Learning",4.32
https://www.skillshare.com/en/classes/3-Minute-German-Course-1-Language-lessons-for-beginners/769684021,"3 Minute German - Course 1 | Language lessons for beginners",0,3984,Beginner level,"88 Lessons (4h 37m)","Kieran Ball, Learn a language in 3-minute chunks","Health & Wellness,Language,Lifestyle,German,Business Development,Personal Development,Languages",4.54
https://www.skillshare.com/en/classes/3-Minute-Italian-Course-2-Language-lessons-for-beginners/1491583612,"3 Minute Italian - Course 2 | Language lessons for beginners",1,1294,Beginner level,"63 Lessons (4h 5m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,English,Italian,Motivation,Languages,Professional Growth,Travel",4.65
https://www.skillshare.com/en/classes/3-Minute-Italian-Course-3-Language-lessons-for-beginners/1801489342,"3 Minute Italian - Course 3 | Language lessons for beginners",0,584,Beginner level,"102 Lessons (5h 10m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Communication,English,Italian,Skillshare,Languages,Reading",4.74
https://www.skillshare.com/en/classes/3-Minute-Italian-Free-taster/1560713996,"3 Minute Italian - Free taster",2,2738,Beginner level,"19 Lessons (1h 4m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Italian,Skillshare,Languages,Reading,Traveling,Travel",4.1
https://www.skillshare.com/en/classes/3-Minute-Portuguese-Course-1-Language-lessons-for-beginners/445403207,"3 Minute Portuguese - Course 1 | Language lessons for beginners",0,2184,Beginner level,"98 Lessons (6h 32m)","Kieran Ball, Learn a language in 3-minute chunks","Marketing,Lifestyle,Portuguese,Business Development,Personal Development,Languages,Portuguese For Beginners",4.59
https://www.skillshare.com/en/classes/3-Minute-Portuguese-Course-2-Language-lessons-for-beginners/2124191403,"3 Minute Portuguese - Course 2 | Language lessons for beginners",1,467,Beginner level,"113 Lessons (6h 24m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,English,Portuguese,Motivation,Languages,Travel,Educational Technology",4.33
https://www.skillshare.com/en/classes/3-Minute-Spanish-Course-2-Language-lessons-for-beginners/1759305292,"3 Minute Spanish - Course 2 | Language lessons for beginners",1,1056,Beginner level,"90 Lessons (4h 45m)","Kieran Ball, Learn a language in 3-minute chunks","Advertising,Lifestyle,Communication,Spanish,Languages,Speaking,Travel",4.31
https://www.skillshare.com/en/classes/3-Minute-Spanish-Course-3-Language-lessons-for-beginners/1233212186,"3 Minute Spanish - Course 3 | Language lessons for beginners",1,538,Beginner level,"109 Lessons (4h 59m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Communication,Spanish,Languages,Traveling,Speaking,Travel",4.49
https://www.skillshare.com/en/classes/3-Minute-Spanish-Course-4-Language-lessons-for-beginners/1299341656,"3 Minute Spanish - Course 4 | Language lessons for beginners",1,412,Beginner level,"110 Lessons (6h 36m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Spanish,Motivation,Languages,Reading,Travel,Student Tools",4.37
https://www.skillshare.com/en/classes/3-Minute-Spanish-Course-5-Language-lessons-for-beginners/1655287369,"3 Minute Spanish - Course 5 | Language lessons for beginners",0,265,Beginner level,"107 Lessons (6h 47m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Spanish,Languages,Course Spanish",4.69
https://www.skillshare.com/en/classes/3-Minute-Spanish-Course-7-Language-lessons-for-beginners/1500475317,"3 Minute Spanish - Course 7 | Language lessons for beginners",1,108,All levels,"161 Lessons (9h 26m)","Kieran Ball, Learn a language in 3-minute chunks","Lifestyle,Communication,Spanish,Languages,Traveling,Speaking,Travel",5.0
https://www.skillshare.com/en/classes/3-Quick-and-Easy-Ways-to-Give-Your-Photos-Dramatic-Skies-in-Photoshop-CC/1310800097,"3 Quick and Easy Ways to Give Your Photos Dramatic Skies in Photoshop CC",1,83,All levels,"7 Lessons (41m)","Kelly Theresa, Artist and Photographer","Photography,Adobe Photoshop,Nature Photography,Travel Photography,Retouching,Creative,Photo Editing",4.78
https://www.skillshare.com/en/classes/3-Step-Watercolor-painting-with-layered-washes/1678776987,"3 Step Watercolor: painting with layered washes",17,6853,Intermediate level,"7 Lessons (21m)","Renato Palmuti, Illustrator and watercolor artist in Brazil","Design,Illustration,Watercolors,Drawing,Painting,Creative,Handmade",4.08
https://www.skillshare.com/en/classes/3-Techniques-to-Combine-Watercolour-and-Gouache-Paint-a-Living-Room-Portrait/1738007413,"3 Techniques to Combine Watercolour and Gouache + Paint a Living Room Portrait",16,903,All levels,"13 Lessons (1h 9m)","Hannah Katarski, Illustrator and Painter - MermaidsCoin","Illustration,Painting,Fine Art,Composition,Gouache,Visual Arts,Creative",4.63
https://www.skillshare.com/en/classes/3-Ways-to-Create-a-Half-Drop-Pattern-in-Procreate/100582817,"3 Ways to Create a Half-Drop Pattern in Procreate",76,1748,Intermediate level,"12 Lessons (1h 30m)","Maja Faber, Surface Pattern Designer","Illustration,Pattern Design,Surface Pattern Design,Creative,Repeat,Procreate,Procreate Brushes",4.71
https://www.skillshare.com/en/classes/3-Winter-Birds-in-loose-Watercolor/179288411,"3 Winter Birds in loose Watercolor",19,869,Intermediate level,"13 Lessons (1h 49m)","Camilla Damsbo Brix, Teaching Whimsical watercolors","Art,Watercolors,Fine Art,Watercolor,Creative,Watercolor Painting,Pets",4.54
https://www.skillshare.com/en/classes/30-Copywriting-Secrets-from-the-Best-Ad-Campaign-of-All-Time/1238746914,"30 Copywriting Secrets from the Best Ad Campaign of All Time",3,2165,All levels,"32 Lessons (2h 28m)","Alan Sharpe, Copywriting Instructor","Marketing,Business,Copywriting,Creative Writing,Humour,1960s,Ad Campaign",4.74
https://www.skillshare.com/en/classes/30-Day-Watercolor-Challenge-Discover-the-Master-Artist-in-You/1557126524,"30 Day Watercolor Challenge - Discover the Master Artist in You!",264,4381,All levels,"34 Lessons (8h 18m)","Zaneena Nabeel, Top Teacher | Artist","Art,Watercolors,Painting,Fine Art,Creative,Watercolor Painting,Landscape",4.84
https://www.skillshare.com/en/classes/30-Day-Watercolor-Challenge-Learn-to-Paint-30-Bold-and-Beautiful-Skies/299340252,"30 Day Watercolor Challenge : Learn to Paint 30 Bold and Beautiful Skies",211,2497,All levels,"38 Lessons (7h 39m)","Zaneena Nabeel, Top Teacher | Artist","Watercolors,Fine Art,Watercolor,Creative,Watercolor Painting,Painting Laundry,Watercolor Challenge",4.77
https://www.skillshare.com/en/classes/30-Day-Watercolor-Challenge-Learn-to-Paint-30-Spring-Landscapes-with-Watercolors/1797967580,"30 Day Watercolor Challenge : Learn to Paint 30 Spring Landscapes with Watercolors",87,1440,All levels,"87 Lessons (23h 49m)","Zaneena Nabeel, Top Teacher | Artist","Art,Fine Art,Landscape Painting,Creative,Watercolor Painting,Spring,Daily Habits",4.86
https://www.skillshare.com/en/classes/30-Day-Watercolor-Challenge-Lets-Celebrate-World-Watercolor-Month/2071335656,"30 Day Watercolor Challenge : Let's Celebrate World Watercolor Month",209,2515,All levels,"41 Lessons (12h 33m)","Zaneena Nabeel, Top Teacher | Artist","Art,Watercolors,Painting,Fine Art,Color,Creative,Watercolor Painting",4.9
https://www.skillshare.com/en/classes/30-Day-Watercolor-Challenge-Lets-Explore-Winter-Season-with-Watercolors/1149890879,"30 Day Watercolor Challenge : Let's Explore Winter Season with Watercolors",94,1224,All levels,"33 Lessons (10h 36m)","Zaneena Nabeel, Top Teacher | Artist","Fine Art,Landscape Painting,Creative,Watercolor Painting,Watercolor Lessons,Color Mixing,Beginner Watercolor",4.79
https://www.skillshare.com/en/classes/30-Days-of-Dreamy-Watercolor-Landscapes-Embark-on-a-Creative-Journey-with-Me/1795314580,"30 Days of Dreamy Watercolor Landscapes : Embark on a Creative Journey with Me",86,1665,All levels,"87 Lessons (21h 41m)","Zaneena Nabeel, Top Teacher | Artist","Watercolors,Fine Art,Creative,Watercolor Painting,Creativity,Watercolor Tutorial,Nature Painting",4.87
https://www.skillshare.com/en/classes/30-Days-to-SOAR/686714327,"30-Days to SOAR",2,3675,All levels,"32 Lessons (2h 4m)","LaKisha Nevels, Today's your day to SOAR","Health & Wellness,Lifestyle,Personal Development,Discipline And Attitude,Other,Positive Mental Attitude,HEALING",4.69
